City,Company,Location,Reviews,Salary,Summary,Title,Indeed_Estimate
Houston,JAB Recruitment LLC,"Houston, TX 77032",,110000,"Ability to critically assess test data and testing parameters. Suitable candidates include PhD Chemists, Chemical Engineers, or Materials Scientists with 1-5...",R&D Senior Chemical Engineer,0
Houston,Petrophysical Modeling Lab,"Houston, TX",,157500,"Data Scientist or closely related:. Our client is seeking an experienced Data Scientist to join their senior team of data scientists, software engineers,...",Senior Data Scientist,0
Houston,"Brunel Energy, Inc.","Houston, TX",,85000,"Ability to market to both business professionals and technical audience, such as data scientists; Their Platform turns human expertise and data into digital...",Tech Marketing Evangelist,1
Houston,"Kleinfelder, Inc.","Houston, TX 77034",58,111000,Able to analyze data generated by projects. Data analyses and engineering design in support of engineered solutions of environmental problems;...,Civil/Environmental Engineer,1
Houston,Professional Career Training Institute,"Houston, TX 77090",,134000,"We are looking for a Data Scientist to create and facilitate our local class*. You are eager to shape the skills, minds, and trajectories of the newest...",Lead Data Science Immersive Instructor,1
New York,Oracle,"New York, NY",3628,50000,"We are looking for bright, motivated data scientist interns to assist our team of data scientists as they develop cutting edge approaches to solving the most...",Student / Intern,0
New York,State Street,"New York, NY",1746,144000,Demonstrated ability to translate complex data sets into simplistic visualizations; Managing large and/or complex data sets using statistical tools and database...,Quantitative Analyst,0
New York,Capital One,"New York, NY 10261 (Murray Hill area)",5765,139500,"Senior Manager, Data Science – Anomaly Detection. At Capital One, data is at the center of everything we do....","Senior Manager, Data Science – Anomaly Detection",1
New York,Capital One,"New York, NY 10261 (Murray Hill area)",5765,145500,"Senior Manager, Data Science. Writing software to clean and investigate large, messy data sets of numerical and textual data....","Senior Manager, Data Science",1
New York,Weight Watchers International,"New York, NY",316,139500,"Manage the team of Data Scientists in their day-to-day operations, modeling reviews, and approaches around data problem solving....","Manager, Data Science",1
New York,Nielsen,"New York, NY 10003 (Greenwich Village area)",1634,137500,Data Scientist - 11651. Data Scientist is responsible for supporting all analytical needs for the Methods Center....,Sr. Data Scientist,1
New York,New York City Department of Education .,"Brooklyn, NY 11236 (Canarsie area)",1230,72962,Ensure data integrity in reporting. The Director of Data Analysis will report to the DCP Chief of Staff and assume responsibility for managing the data...,"Director Of Data Analysis, Dcp",0
New York,Research Foundation of The City University of New...,"New York, NY",20,50000,Working with experimental NMR scientists and their data. Developing new algorithms for data analysis. Course work or experience in data mining and statistics....,Computational Science Postdoc,0
New York,Schrödinger,"New York, NY",,138500,"Familiar with log processing and data analysis. Experience in computer science, data structures, algorithms and software design....","Software Engineer, Backend",1
New York,Memorial Sloan Kettering,"New York, NY",616,70500,"The Research Study Assistant works closely with MSK and each participating institution on data collection, entry and analysis and ensuring data quality and...",Research Study Specialist (Genitourinary Non-Prostate Servic...,1
New York,Google,"New York, NY 10011 (Chelsea area)",2229,134500,Large data analysis and visualization experience. This role bridges the gap between Software Engineer and Research Scientist....,"Research Software Engineer, Google Brain",1
New York,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",9,88144,"The Bureau of Environmental Surveillance and Policy (BESP) is seeking a Director of Child Care Data Analytics to work on its multi-disciplinary team, which...","Director Of Child Care Data Anlytics, Bureau Of Childcare",0
New York,Columbia University,"New York, NY",695,50000,"Provides office support such as travel coordination, arrangements for visiting scientists, including VISA's, travel, and heavy communications with foreign...",Administrative Assistant,0
New York,Darwin Recruitment,"New York, NY",3,185000,"Finally if you have experience with social data or media this is a huge plus. The team uses data-driven methods to power decisions, inform strategy, build...",Leader Of Machine Learning,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY",9,62693,-Adapt current surveillance and case management system (Maven) to improve data quality and data entry experience....,"Quality Assurance Analyst, Bureau Of Std Prevention And Cont...",0
New York,DEPT OF ENVIRONMENT PROTECTION,"Queens, NY",29,90981,"Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....",Environmental Health & Safety Auditor,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",9,90345,"Perform data analyses for routine reports, data requests, evaluation projects, surveillance projects and other special epidemiologic analyses....","Senior Research Analyst, Bureau Of Maternal Infant And Repro...",0
New York,ADMIN FOR CHILDREN'S SVCS,"New York, NY",14,77035,Perform analytic tasks using individual/case level data and aggregate data. Proficiency using ArcGIS and data visualization software?...,Senior Analyst,0
New York,Health Research Incorporated,"Albany, NY",20,40423,"Duties include sample preparation and analysis on the instruments, producing quality assurance materials, preparing proficiency test reports, data entry,...",Senior Laboratory Technician,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",9,66795,Architecting and supporting data integration/transformation solutions. Experience working with geographic information systems (GIS) and spatial data?...,"Junior Developer, Environmental Surveillance And Policy",0
New York,CONSUMER AFFAIRS,"Manhattan, NY",10,79250,"Using statistical software and data analysis tools such as R, Python, SQL, SAS, SPSS, Atlas.ti, Microsoft Excel, and Microsoft Access to analyze large data sets...",Research Analyst,0
New York,OFFICE OF MANAGEMENT & BUDGET,"Manhattan, NY",7,61798,"Work with large datasets and administrative data. Provide research and analytical support, data analysis, and draft documents and presentations related to the...",Policy And Operstions Research | Analyst,0
New York,OFFICE OF MANAGEMENT & BUDGET,"Manhattan, NY",7,61798,"Work with large datasets and administrative data. Provide research and analytical support, data analysis, and draft documents and presentations related to the...",Policy And Operations Research | Analyst,0
New York,Chef'd,"Brooklyn, NY 11206 (Williamsburg area)",15,41000,"We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",Fulfillment Specialist (Brooklyn) - Buyer,1
New York,McKinsey & Company,"New York, NY 10022 (Midtown area)",344,138500,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...","Senior Software Engineer - Store Solutions, New Ventures",1
New York,Aaptiv,"New York, NY",,159000,"Define and implement the core search indices and corresponding data pipeline for data synchronization. Expertise in AWS or equivalent IaaS, microservice...",Senior Software Engineer - Search,1
New York,Medidata Solutions,"New York, NY 10003 (Greenwich Village area)",27,146000,"The candidate will architect front-end components that make data useful, accessible and meaningful by working collaboratively with our team of data scientists,...",Sr. Full Stack Ui/Ux Developer,1
New York,Oliver James Associates,"New York, NY",2,155000,"Strong understanding of predictive modeling, GLM, data mining etc. Strategic Analytics Lead - This is the ideal role for a Data Scientist or a non traditional...",Strategic Analytics Lead,0
New York,3coast,"New York, NY",2,125000,"Understand Their data pipelines, maintain their data jobs. Use initial experience with data to generate ideas on analyzing this data....",Quant Software Developer,0
New York,The Forum Group,"New York, NY 10016 (Gramercy area)",18,60000,"Work with Group Manager/Director on client requests, analyze data and produce deliverables. Should be able to interpret data from different perspectives, assist...",Marketing Research Analyst/Consumer Insights Analyst,0
New York,DEPT OF ENVIRONMENT PROTECTION,"New York, NY",29,82500,Working with the commissioner's office for reporting and data needs? Makes and records observations on the progress of research/investigations and evaluates...,"Section Chief, Project Management Unit",0
New York,The Forum Group,"New York, NY 10016 (Gramercy area)",18,70000,"Senior Data Analyst/Data Analyst (Statistical/Multivariate). For Data Analyst level, excellent opportunity for recent BA or MA graduate with a statistics or...",Senior Data Analyst/Data Analyst (Statistical/Multivariate),0
New York,Motivate International Inc.,"Brooklyn, NY",,125000,"The consumers of this data will be business analysts and data scientists across the organization, whose improved access to standardized data will make them more...",Data Engineer,1
New York,DEPT OF INFO TECH & TELECOMM,"Manhattan, NY",,94822,Job DesctiptionData Engineers support the Cybersecurity Data Science team led by the Cybersecurity Lead Data Scientist....,Data Engineer,0
New York,Harnham,"New York, NY",,185000,"Work very closely with a team of data scientists. Director, Data Engineering. Provide management and strategy to the Data Engineering team....","Director, Data Engineering",0
New York,MetroPlus Health Plan,"New York, NY",90,102500,"The Data Scientist will be tasked with leading data science projects to discover the information hidden in vast amounts of data, and help us make smarter...",Data Scientist,0
New York,CONSUMER AFFAIRS,"Manhattan, NY",10,75558,Writing data queries and ensuring data integrity;3. Ability to assess the data quality by identifying and resolving data quality issues;2....,Senior Research Analyst,0
New York,SymbaSync,"New York, NY",,160000,A company on SymbaSync is hiring a Data Scientist. You will be working alongside other data scientists and project managers to help deliver data-driven insights...,Data Scientist - New York,0
New York,DEPT OF ENVIRONMENT PROTECTION,"New York, NY",29,65977,"Performing environmental research by way of advanced GIS data analysis for water, storm/wastewater management and planning;...",Gis Analyst,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",9,79250,"Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....",Implementation And Improvement Research Associate,0
New York,DEPT OF ENVIRONMENT PROTECTION,"Queens, NY",29,65977,"Data tool creation and maintenance; Provide analytical assistance, including quantitative and qualitative data analysis;...",Energy Program Analyst,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY",9,88144,"-Respond to all internal, external and press inquiries on asthma surveillance data for Agency. -Analyze and report out common asthma indicators, consolidating...","Asthma Coordinator, Bureau Of School Health/Sh Medical",0
New York,DEPT OF INFO TECH & TELECOMM,"Manhattan, NY",,62681,The successful candidate will serve as a Data Scientist reporting to the Mayor's Office of Data Analytics (MODA)....,Data Scientist,0
New York,DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",831,79250,"Draft summaries, plans, reports, presentations, track data and maintain databases. Proficiency with GIS, strong communication skills, ability to research...",Environmental Compliance Specialist,0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",9,62693,-Providing technical assistance on data collection and reporting to non-technical clinical staff. -Utilizing data systems to support research and analysis...,"Program Coordinator, Bureau Of Children, Youth, And Families",0
New York,Harnham,"New York, NY",,140000,"In this Data Engineer role, you will execute the strategic development of data and analytics solutions by building data pipelines and infrastructure from the...",Data Engineer,0
New York,DEPT OF ENVIRONMENT PROTECTION,"Manhattan, NY",29,86815,Managing complex research projects or analyzing data to advance innovative ideas. Two years as a City Research Scientist Level I can be substituted for the...,"Senior Policy Advisor, Infrastructure And Energy Team",0
New York,DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY",9,86722,"Participate in decision-making around program data collection and policy analysis. Provide technical and operational expertise in engineering, water chemistry,...","Project Coordinator, Bureau Of Environmental Sciences And En...",0
New York,DEPT OF ENVIRONMENT PROTECTION,"Queens, NY",29,65977,"Collect asset condition data and costs of various management strategies form other available data sources; Compile asset data such as operation, maintenance,...",City Research Scientist 1,0
New York,Lockheed Martin,"Rochester, NY 14623",5599,104500,"The applicant is expected to collaborate with other data scientists, engineers, software teams, management, and other stakeholders to conduct data wrangling /...",Data Scientist,1
New York,Lockheed Martin,"Liverpool, NY 13088",5599,131500,"Radar, sonar or electronic warfare signal data processing; At Lockheed Martin Rotary & Mission Systems, we are driven by innovation and integrity....",Data Scientist / Machine Learning / Dl / Ai / C++ / Cuda / S...,1
New York,SiriusXM,"New York, NY 10104 (Midtown area)",65,111500,Work closely with a senior data scientist to be mentored in Machine Learning and Data Analysis. Familiarity with basic data analysis and data wrangling....,"Intern, Data Science - Engineering - Part-Time",1
New York,Paychex,"Rochester, NY",1008,102000,"Participates in the development and deployment of industry leading solutions in the areas of predictive analytics, big data, data integration, and data...",Marketing Data Scientist,1
New York,BuzzFeed,"New York, NY",23,127000,"We’re a team consisting of a product manager, designer, 2 data scientists, and 6 engineers split between our New York and Minneapolis offices....",Sr Software Engineer- Distribution Tools,1
New York,Capital One,"New York, NY 10261 (Murray Hill area)",5765,149000,"Work in a hands-on, collaborative environment with top designers, engineers, data scientists, and analysts to build breakthrough experiences and products....",Sr. Product Manager - Commercial Bank - Launchpad,1
New York,The NPD Group,"New York, NY 10001 (Chelsea area)",34,157000,"Lead Data Scientist – Machine Learning. Team-oriented (we run a meritocracy), creative, tenacious, curious, and passionate about data and data science....",Lead Data Scientist – Machine Learning,1
New York,APN Consulting,New York State,,129500,Senior Data Scientists will also be considered. Data Scientists who will model consumer behavior and appetite for investment....,Jr. Data Scientist,1
New York,KPMG,"New York, NY 10154 (Midtown area)",4161,155000,"KPMG is currently seeking a Director Cognitive Data Scientist Natural Language Processing, to join our Organization....",Cognitive Data Scientist Natural Language Processing,1
New York,"Comprehensive Health Services, Inc.","Orient, NY 11957",166,78000,"Compiles patient medical data, including health. School students, visiting scientists and others with. The Physician Assistant shall provide services for an....",Physician Assistant (Part-Time) - Plum Island,1
Atlanta,Centers for Disease Control and Prevention,"Atlanta, GA",422,105376,Data Analysis and Interpretation. Write and/or present comprehensive technical statistical reports prepared based on the data collected....,Mathematical Statistician,0
Atlanta,Centers for Disease Control and Prevention,"Atlanta, GA",422,98090,"Data Management, Analysis, and Interpretation. Participate in the syntheses of social science and epidemiologic data to be applied toward designing effective...",Epidemiologist,0
Atlanta,Department of the Army,"Fort Gillem, GA",54889,98090,Uses a working knowledge of computer databases and computer networks to accomplish data analysis and data handling tasks....,Biologist (Forensic Examiner),0
Atlanta,KPMG,"Atlanta, GA 30338",4161,127500,Lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....,Big Data Software Engineer,1
Atlanta,KPMG,"Atlanta, GA 30338",4161,92000,"Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores and preparing data for visualization....",Data Visualization Software Engineer,1
Atlanta,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",6880,118500,Perform data audit in order to ensure accuracy of data and analytical processes. Review Data for Completeness/Consistency....,Data Scientist,1
Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",444,108000,"Research Scientist II. Our research group is predominantly focused on the creation of collaborative, browser-based tools to support large-scale data...",Front-End Web Application Developer - Elsys - 1623,1
Atlanta,"Interface, Inc.","Atlanta, GA",,114000,"Interface is seeking a Data Scientist in Atlanta, GA. The Data Scientist will serve as this organization’s though-leader, helping to grow their data science...",Data Scientist,1
Atlanta,"Carters, Inc","Atlanta, GA",1104,111000,Efficiently use large databases and external data sources. Key contributor in all predictive analytics and data modeling efforts....,Data Scientist,1
Atlanta,Robert Half Technology,"Atlanta, GA 30342 (Buckhead area)",352,130000," Experience overseeing and directing the work of data specialists, including data scientists, analysts, data developers and operations staff....",Director Of Data Management,0
Atlanta,Department of Commerce,"Atlanta, GA",738,71808,Manage data collection to ensure training and observation programs are utilized to foster quality data collection techniques....,"Supervisory Survey Statistician (Regional Survey Manager), G...",0
Atlanta,Fulton County GA,"Atlanta, GA 30303 (Five Points area)",9,63674,"Requires the ability to evaluate, audit, deduce, and/or assess data using established criteria. Requires the ability to utilize a wide variety of reference,...",Research Analyst,0
Atlanta,Aquesst,"Norcross, GA",,125000,Work closely with Data Scientists to do efficient feature engineering for machine learning models. Support the Chief Data Scientist/Data Scientists/Big Data...,Data Engineer,0
Atlanta,"Next Level Business Services, Inc.","Atlanta, GA",2,125000,"Knowledge of data collection using query languages like SQL. Bayesian Analysis, Reduced Dimensional Data Representations, and Multi-scale Feature Identification...",Data Scientist/Technical Architect,1
Atlanta,Last Word Consulting,"Johns Creek, GA",,138500,Strong Data Modeling. Should have significant experience in consuming data from third party Data API’s. 3 years of experience in working with and developing...,Hadoop Architect,1
Atlanta,HUNTER Technical Resources,"Atlanta, GA 30328",7,93000,This role provides an opportunity to work alongside data scientists and big-data engineers on tools that make big data understandable and actionable to key...,Sr Software Dev (Big Data),1
Atlanta,General Assembly,"Atlanta, GA",131,144000,Our Data Science Immersive course empowers students with both the skills and mindsets to become Data Analysts and Data Scientists....,Data Science Instructor,1
Denver,"Veterans Affairs, Veterans Health Administration","Glendale, CO",3814,91769,"Design and develop projects and studies for scientists, clinicians and other staff and program offices. To apply for this position, you must have the following...",Statistician,0
Denver,Department of the Air Force,"Buckley AFB, CO",18090,113620,"An example of specialized experience includes extracting& organizing raw cost data under general direction from the team leader, conducting basic mathematical...",Operations Research Analyst,0
Denver,Department of the Interior,"Lakewood, CO",514,56003,Computer Scientist job series requirements . The Program engages partners to develop standards and produce consistent and accurate data....,Student Trainee (Computer Science) Gs-1599-07 (Ci-Sh),0
Denver,UCAR,"Boulder, CO",12,68581,Data Management and Analysis:. Performs extensive compilation of budget data including data analysis and trend and statistical analysis....,Budget And Grant Analyst Ii,0
Denver,BP,"Denver, CO",2179,127500,"The Data Engineer works withthe L48’s IT platform owners, data analytics teams, data scientists, and datawarehouse architect in order to understand and aid in...",Data Engineer,1
Denver,"SomaLogic, Inc.","Boulder, CO 80301",,121500,"We are looking for a skilled software engineer to help build and expand our scientific data applications. We are a small, agile/lean software team working on...",Software Engineer Ii/Iii/Sr 2018-105,1
Denver,"Alteryx, Inc.","Broomfield, CO 80021",5,108000,"Revolutionizing business through data science and analytics, Alteryx offers an end-to-end analytics platform which empowers data analysts and scientists alike...",Sr. Software Quality Engineer,1
Denver,National Renewable Energy Laboratory,"Golden, CO",45,51000,"The Data, Analysis and Visualization group in NREL’s Computational Science Center has an immediate opening for a Postdoctoral Computational Scientist to pursue...",Postdoctoral Researcher - Scientific Visualization,1
Denver,"City of Boulder, CO","Boulder, CO",,84479,Evaluates water quality data and other environmental data collected to support stormwater quality program efforts....,Stormwater Quality Engineer Or Scientist,0
Denver,Department of Commerce,"Lakewood, CO",738,74362,Manage data collection to ensure training and observation programs are utilized to foster quality data collection techniques....,"Supervisory Survey Statistician (Regional Survey Manager), G...",0
Denver,xentity corporation,"Denver, CO",2,111000,"Validate data models (logical and physical) for adherence to data management standards. Maintain a data dictionary containing information about data, including...",Government Enterprise Architect,0
Denver,Lumity Inc,"Denver, CO",,100000,"An amazing team of tech professionals, data scientists and benefits specialists with the drive to deliver a superior benefits experience to our clients needs...",Regional Enterprise Benefits Executive - Denver,0
Denver,GeoVisual Analytics,"Broomfield, CO",,90000,Computer Vision Scientist. GeoVisual Computer Vision Scientist Please send us your resume and a concise cover letter explaining why you’re a good fit....,Computer Scientist,0
Denver,Scion Staffing,"Denver, CO",3,150000,"In this exciting position you will have the opportunity make a real impact and help move data safely and quickly, data model, and work with data scientists and...",Data Software Engineer,0
Denver,General Assembly,"Denver, CO",131,157000,"You are eager to shape the skills, minds, and careers of the newest generation of data scientists. We also cover all sorts of other things that junior data...",Data Science Instructor,1
Denver,KellyMitchell,"Littleton, CO",52,120500,"Data Scientist III. Data mining using state-of-the-art methods. Experience with data visualization tools, such as D3.js, GGplot, etc....",Data Scientist (Level Iii),1
Denver,Jamy Interactive,"Denver, CO",,135000,"Designs, develops, and implements algorithmic solutions for time series, streaming data, and big data at rest. Data Visualization skills including tools such as...",Senior Data Scientist,1
San Francisco,United Way,"San Francisco, CA 94108 (Financial District area)",1297,56000,Director Data and Evaluation. Conduct analyses on program data. Create training materials for data and evaluation....,Research Analyst,0
San Francisco,Blue Owl,"San Francisco, CA",,250000,"You've built streaming data applications using open source tools. We are a well funded team of elite developers, data scientists, and business people who truly...",Senior Data Engineer,0
San Francisco,Harnham,"San Francisco, CA",,180000,"Data Science, Data Scientist, Engineer, Big Data, R, SQL, Python, Insight, Analytics, Data, Statistics, Modeling, Machine Learning, Algorithms, Bayesian....",Machine Learning Engineer,0
San Francisco,University of California Office of the President,"Oakland, CA 94607 (Acorn-Acorn Industrial area)",1068,95300,"Gathers, compiles and communicates priority-setting data to BCRC members, summarizes portfolio data for presentation to the BCRC, formulates recommendations for...",Environmental Health & Health Policy Sciences Program Office...,0
San Francisco,Jobspring Partners,"San Francisco, CA",18,172500,A software product startup in downtown San Francisco specializing in producing lease originations for consumer’s purchases is looking for someone to come onto...,"Manager Of Data Science (Python, Aws, Scikitlearn, Pandas)",0
San Francisco,Blue Owl,"San Francisco, CA",,225000,"We are a well funded team of elite developers, data scientists, and business people who truly care about making a difference in the world, located in the...",Senior Front-End Engineer,0
San Francisco,Blue Owl,"San Francisco, CA",,225000,"Experience using local persistence solutions (NSUserDefaults, Serialization, Core Data). We are a well funded team of elite developers, data scientists, and...",Senior Ios Engineer,0
San Francisco,University of California Berkeley,"Berkeley, CA",222,70650,"Our MIDS program trains data scientists to manage and analyze the coming onslaught of big data, in a unique high-touch online degree....",Career Advisor Job - School Of Information,0
San Francisco,"Berkeley Lights, Inc.","Emeryville, CA",,105000,Proficient data analysis skills and understanding of statistics; Our scientists develop unprecedented capabilities and revolutionize the biological sciences....,Development Engineer,1
San Francisco,Twitter,"San Francisco, CA 94103 (South Of Market area)",52,148000,"Common data structures and algorithms. You’re an information retrieval engineer, applied data scientist or machine-learning engineer who wants to work on...","Software Engineer/Data Scientist, Nlp",1
San Francisco,Collective Health,"San Francisco, CA",5,156500,Work with data scientists to deploy machine learning based approaches to optimization to production. We also heavily utilize Python for data pipelines and...,Full-Stack Engineer - Automate,1
San Francisco,Autodesk,"San Francisco, CA",279,165500,"Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists....",Senior Computer Systems Operations Architect,1
San Francisco,DuPont,"Hayward, CA",895,132500,"Interact closely with imaging specialists, data scientists, and discovery researchers. Some amount of data engineering to manage relatively large datasets....",Full Stack Web Developer Discovery Research,1
San Francisco,The Climate Corporation,"San Francisco, CA",10,150500,"Our teams are composed of industry experts, top scientists, and talented engineers. Proficiency in a Unix/Linux environment, Experience with Jenkins or other CI...","Senior Software Engineer, Operations",1
San Francisco,Workbridge Associates,"San Francisco, CA",36,175000,This Senior Data Engineer will work on creating and maintaining data pipelines with real-time quantitative data....,Senior Data Engineer,0
San Francisco,Blue Owl,"San Francisco, CA",,225000,"Data Loss/Leakage Prevention. To this end, we are building a small team of elite developers, data scientists, and business people who truly care about making a...",Senior Security Engineer,0
San Francisco,EPM Scientific,"San Francisco, CA",,122500,"Develop software systems to generate displays of clinical study data as tables, listings, and graphs for electronic submission to regulatory agencies....",Senior Statistical Programmer,0
San Francisco,University of California Berkeley,"Berkeley, CA",222,122500,This means that an effective new field of cybersecurity research and practice will require multi-disciplinary research informed by the findings of social and...,"Executive Director, Cltc Job - School Of Information/Cltc",0
San Francisco,County of Alameda,"Oakland, CA",20,101764,Collect and analyze complex statistical data. Present and explain epidemiologic data to a variety of audiences....,Epidemiology Research Scientist,0
San Francisco,Roche,"Belmont, CA",1281,157000,Genomic industry data is doubling every seven months. Cultivates a culture that proactively uses market data to drive growth....,"Chief Software Architect, Next Generation Sequencing",1
San Francisco,Redfish Technology - High Tech Executive Recruiter...,"San Francisco, CA",,145500,Experience with Big Data and Data Influence. The architecture is based on a pipeline of highly scalable and distributed infrastructure components and services...,Devops Engineer,1
San Francisco,Upstart,"San Carlos, CA",5,128500,"Our current Data Scientists summarize some of their favorite aspects of our team as:. Missing data, survival analysis, consumer credit risk....",Data Scientist - Statistical Modeling Specialist,1
San Francisco,Walmart eCommerce,"San Bruno, CA 94066",131,138500,"We employ big data at scale - from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...","Senior Product Manager, Digital Acceleration",1
San Francisco,Walmart eCommerce,"San Bruno, CA 94066",131,139500,A desire to collaborate and support your fellow Walmart colleagues in solving data problems. We continuously build and invest in new technology including open...,Staff Software Engineer,1
San Francisco,Carbon3D,"Redwood City, CA 94063",,41000,Measure and record data associated with operating equipment. Maintain inventory of materials and track batch or lot number to the finished product by computer...,Manufacturing Technician - Window,1
San Francisco,Protingent,"San Francisco, CA",9,129000,"Refine, harden, and productionize models developed by data scientists. Apply data to solve complex problems— understanding the importance of data pipelines and...",Data Engineer,1
San Francisco,Walmart eCommerce,"San Bruno, CA 94066",131,132500,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Software Engineer Iii,1
San Francisco,Oracle,"Redwood City, CA",3628,128500,"Data Scientist 4-180005AK. Data Science Senior Manager. Understanding of managing multiple data sources, data processing, audits and downstream delivery and...",Data Scientist 4,1
San Francisco,Exabeam,"San Mateo, CA 94403 (Sugerloaf area)",,138500,"We are looking for a data scientist to join our engineering team. Work with our top-notch team of smart, motivated security analysts, data scientists, and...",Data Scientist,1
San Francisco,Pocket Gems,"San Francisco, CA 94104 (Financial District area)",6,133000,"Collaborate with other data analysts, data scientists and engineers on the analytics team. As a Data Scientist, you’ll work with product managers to set the...",Data Scientist,1
San Francisco,Tellus Solutions,"San Bruno, CA 94066",,143000,"Work with big data and provide to our data scientists the right tools, data marts and rollups to build their machine learning models....",Staff Software Engineer-Backend,1
San Francisco,Stride Search,"San Francisco, CA",,131500,Collaborate with Data Scientists to derive features that improve our pricing models. Were seeking an exceptional Data Engineer to work on data products at the...,Data Engineer,1
San Francisco,Narvar,"San Francisco, CA",2,145500,Data Science and Data Engineering skills. Our Data Team works with massive data sets. Work with large unstructured data....,Data Scientist,1
San Francisco,Rainforest QA,"San Francisco, CA",,101000,"We regularly send our data scientists to conferences, both to speak and just learn (e.g. Knowledge of common data science concepts:....",Data Science Generalist,1
Miami,University of Miami,"Coral Gables, FL",452,46000,Ability to analyze data and formulate conclusions. The University of Miami is considered among the top tier institutions of higher education in the U.S....,Research Analyst,0
Miami,University of Miami,"Coral Gables, FL",452,46000,Conduct routine data checks to ensure data integrity and completeness. Develop and implement strategies for real-time data QC....,Research Analyst / Sas Programmer,0
Miami,University of Miami,"Coral Gables, FL",452,108600,"Collect information for proposals which includes follow up data on trainees, project write-ups, biographical sketches, resources, etc....",Lead Research Analyst - Pre-Award,0
Miami,University of Miami,"Coral Gables, FL",452,52500,"The University of Miami is considered among the top tier institutions of higher education in the U.S. for its academic excellence, superior medical care, and...",Sr. Research Analyst - Pre-Award,0
Miami,University of Miami,"Coral Gables, FL",452,54050,"Specifically, duties and responsibilities may include conducting data mining projects and proactively identifying, researching, and recommending current and...",Senior Donor Research Analyst,0
Miami,University of Miami,"Coral Gables, FL",452,46000,"Analyze, evaluate and tabularize / graph research data utilizing appropriate software. Work collaboratively within team setting with scientists and post...",Research Associate 1,0
Miami,University of Miami,"Coral Gables, FL",452,74800,Collecting and interpreting data. The Associate Scientist position will be working in the Research Lab at the University of Miami- Miller School of Medicine....,Associate Scientist,0
Miami,University of Miami,"Coral Gables, FL",452,46000,"Processes, organizes and summarizes data. Present data in laboratory meetings and other venues. Solve problems in scientific and technical execution, interpret...",Senior Research Associate 1,0
Miami,University of Miami,"Coral Gables, FL",452,75400,The Assistant Scientist is the third level Research position. The Assistant Scientist will also assist principle investigator to mentor graduate students in...,Assistant Scientist,0
Miami,The State of Florida,"Fort Lauderdale, FL 33315 (River Oaks area)",915,48476,"Supervising and training Biological Scientists III, Biological Scientist II and OPS staff. The position requires supervising and training Biological Scientists...",Biological Scientist Ii - Ses,0
Miami,Talento,"Aventura, FL",,60000,"Analyzing data with statistical methods, interpreting results, and providing written and oral summaries of results....",Entry Level Data Scientist,0
Miami,3GIMBALS,"Miami, FL",,97500,Exploit geospatial data from our partners in the private sector via API calls for augmenting analysis reports as well as generating annotations for satellite...,Machine Learning & Computer Vision Software Engineer,0
Miami,Fortune Settlement Solutions,"Miami Lakes, FL 33016",,29500,"The Research Analyst will be responsible for locating and inputting new leads, assisting with court document retrieval as well as assisting the sales team...",Research Analyst,0
Miami,"INFOTECH Soft, Inc.","Miami, FL",,80000,"Experience with healthcare data standards, genetics data formats, and genetics data analysis. Multi-Omics Data Analysis:....",Bioinformatics Software Engineer,0
Miami,Ascendo Resources,"Miami, FL",27,97500,"Perform data analyses to derive insight, patterns and correlations from the big data that includes vast amounts of consumer data, store data, product sales data...",Data Scientist,0
Miami,Affinity Resources,"Plantation, FL",10,51000,"Compile, analyze, and interpret data in order to generate accurate test results and draw consistent and meaningful conclusions. R&D (Research & Development)....",Scientist R&D,0
Miami,Adaxatech,"Fort Lauderdale, FL",,112000,"Providing technical guidance on data science methods and tooling, including conceptualization, ETL, data cleaning, feature development, model construction,...",Senior Data Scientist,1
Miami,StevenDouglas,"Miami, FL",,98500,Has an opening for *Data Scientist*. In the greater Miami Area....,Data Scientist (Strategy),1
